,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.13,25","1.14,15","1.15,10","1.16,28","1.17,9",1.16981,"1.18,15","1.19,159","1.2,163","1.21,49","1.22,55"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.13,25","1.14,15","1.15,10","1.16,28","1.17,8",1.16962,"1.18,15","1.19,159","1.2,163","1.21,49","1.22,55"
,price,lots,type,time
0,1.17,1,SELL,14:00:14
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.13,25","1.14,15","1.15,10","1.16,28","1.17,8",1.16962,"1.18,15","1.19,159","1.2,163","1.21,49","1.22,55"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,22",1.16551,"1.18,14","1.19,159","1.2,173","1.21,49","1.22,55"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,22",1.16528,"1.18,15","1.19,159","1.2,173","1.21,48","1.22,55"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,22",1.1653,"1.18,15","1.19,159","1.2,163","1.21,48","1.22,65"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,22",1.16508,"1.18,16","1.19,159","1.2,163","1.21,48","1.22,65"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,22",1.16553,"1.17,1","1.18,15","1.19,159","1.2,163","1.21,48"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,21",1.16551,"1.17,1","1.18,15","1.19,159","1.2,163","1.21,48"
,price,lots,type,time
0,1.16,1,SELL,14:02:13
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,21",1.16551,"1.17,1","1.18,15","1.19,159","1.2,163","1.21,48"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,21",1.16551,"1.17,1","1.18,15","1.19,159","1.2,169","1.21,48"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,21",1.16471,"1.17,4","1.18,15","1.19,159","1.2,169","1.21,48"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.12,47","1.13,25","1.14,15","1.15,10","1.16,21",1.16471,"1.17,4","1.18,15","1.19,159","1.2,169","1.21,48"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,10",1.15209,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,180"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,10",1.15209,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,178"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,9",1.15194,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,178"
,price,lots,type,time
0,1.15,1,SELL,14:14:18
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,9",1.15194,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,178"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,11",1.15223,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,178"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"1.11,53","1.12,35","1.13,29","1.14,15","1.15,11",1.15223,"1.16,25","1.17,47","1.18,26","1.19,154","1.2,179"
